instant,dteday,season,yr,mnth,holiday,weekday,workday,weathersit,tempC,tempF,atemp,hum,windspd,casual,reg,cnt,runsum
674,2012-11-04,Fall,1,11,0,0,0,1,0.325833,59.5654718,0.329538,0.532917,0.179108,1201,3906,5107,1795277
675,2012-11-05,Fall,1,11,0,1,1,1,0.319167,59.0015282,0.308075,0.494167,0.236325,378,4881,5259,1800536
676,2012-11-06,Fall,1,11,0,2,1,1,0.280833,55.7584718,0.281567,0.567083,0.173513,466,5220,5686,1806222
677,2012-11-07,Fall,1,11,0,3,1,2,0.295833,57.0274718,0.274621,0.5475,0.304108,326,4709,5035,1811257
678,2012-11-08,Fall,1,11,0,4,1,1,0.352174,61.7939204,0.341891,0.333478,0.347835,340,4975,5315,1816572
679,2012-11-09,Fall,1,11,0,5,1,1,0.361667,62.5970282,0.355413,0.540833,0.214558,709,5283,5992,1822564
680,2012-11-10,Fall,1,11,0,6,0,1,0.389167,64.9235282,0.393937,0.645417,0.0578458,2090,4446,6536,1829100
681,2012-11-11,Fall,1,11,0,0,0,1,0.420833,67.6024718,0.421713,0.659167,0.1275,2290,4562,6852,1835952
682,2012-11-12,Fall,1,11,1,1,0,1,0.485,73.031,0.475383,0.741667,0.173517,1097,5172,6269,1842221
683,2012-11-13,Fall,1,11,0,2,1,2,0.343333,61.0459718,0.323225,0.662917,0.342046,327,3767,4094,1846315
684,2012-11-14,Fall,1,11,0,3,1,1,0.289167,56.4635282,0.281563,0.552083,0.199625,373,5122,5495,1851810
685,2012-11-15,Fall,1,11,0,4,1,2,0.321667,59.2130282,0.324492,0.620417,0.152987,320,5125,5445,1857255
686,2012-11-16,Fall,1,11,0,5,1,1,0.345,61.187,0.347204,0.524583,0.171025,484,5214,5698,1862953
687,2012-11-17,Fall,1,11,0,6,0,1,0.325,59.495,0.326383,0.545417,0.179729,1313,4316,5629,1868582
688,2012-11-18,Fall,1,11,0,0,0,1,0.3425,60.9755,0.337746,0.692917,0.227612,922,3747,4669,1873251
689,2012-11-19,Fall,1,11,0,1,1,2,0.380833,64.2184718,0.375621,0.623333,0.235067,449,5050,5499,1878750
690,2012-11-20,Fall,1,11,0,2,1,2,0.374167,63.6545282,0.380667,0.685,0.082725,534,5100,5634,1884384
691,2012-11-21,Fall,1,11,0,3,1,1,0.353333,61.8919718,0.364892,0.61375,0.103246,615,4531,5146,1889530
692,2012-11-22,Fall,1,11,1,4,0,1,0.34,60.764,0.350371,0.580417,0.0528708,955,1470,2425,1891955
693,2012-11-23,Fall,1,11,0,5,1,1,0.368333,63.1609718,0.378779,0.56875,0.148021,1603,2307,3910,1895865
694,2012-11-24,Fall,1,11,0,6,0,1,0.278333,55.5469718,0.248742,0.404583,0.376871,532,1745,2277,1898142
695,2012-11-25,Fall,1,11,0,0,0,1,0.245833,52.7974718,0.257583,0.468333,0.1505,309,2115,2424,1900566
696,2012-11-26,Fall,1,11,0,1,1,1,0.313333,58.5079718,0.339004,0.535417,0.04665,337,4750,5087,1905653
697,2012-11-27,Fall,1,11,0,2,1,2,0.291667,56.6750282,0.281558,0.786667,0.237562,123,3836,3959,1909612
698,2012-11-28,Fall,1,11,0,3,1,1,0.296667,57.0980282,0.289762,0.50625,0.210821,198,5062,5260,1914872
699,2012-11-29,Fall,1,11,0,4,1,1,0.28087,55.761602,0.298422,0.555652,0.115522,243,5080,5323,1920195
700,2012-11-30,Fall,1,11,0,5,1,1,0.298333,57.2389718,0.323867,0.649583,0.0584708,362,5306,5668,1925863
701,2012-12-01,Fall,1,12,0,6,0,2,0.298333,57.2389718,0.316904,0.806667,0.0597042,951,4240,5191,1931054
702,2012-12-02,Fall,1,12,0,0,0,2,0.3475,61.3985,0.359208,0.823333,0.124379,892,3757,4649,1935703
703,2012-12-03,Fall,1,12,0,1,1,1,0.4525,70.2815,0.455796,0.7675,0.0827208,555,5679,6234,1941937
704,2012-12-04,Fall,1,12,0,2,1,1,0.475833,72.2554718,0.469054,0.73375,0.174129,551,6055,6606,1948543
705,2012-12-05,Fall,1,12,0,3,1,1,0.438333,69.0829718,0.428012,0.485,0.324021,331,5398,5729,1954272
706,2012-12-06,Fall,1,12,0,4,1,1,0.255833,53.6434718,0.258204,0.50875,0.174754,340,5035,5375,1959647
707,2012-12-07,Fall,1,12,0,5,1,2,0.320833,59.1424718,0.321958,0.764167,0.1306,349,4659,5008,1964655
708,2012-12-08,Fall,1,12,0,6,0,2,0.381667,64.2890282,0.389508,0.91125,0.101379,1153,4429,5582,1970237
709,2012-12-09,Fall,1,12,0,0,0,2,0.384167,64.5005282,0.390146,0.905417,0.157975,441,2787,3228,1973465
710,2012-12-10,Fall,1,12,0,1,1,2,0.435833,68.8714718,0.435575,0.925,0.190308,329,4841,5170,1978635
711,2012-12-11,Fall,1,12,0,2,1,2,0.353333,61.8919718,0.338363,0.596667,0.296037,282,5219,5501,1984136
712,2012-12-12,Fall,1,12,0,3,1,2,0.2975,57.1685,0.297338,0.538333,0.162937,310,5009,5319,1989455
713,2012-12-13,Fall,1,12,0,4,1,1,0.295833,57.0274718,0.294188,0.485833,0.174129,425,5107,5532,1994987
714,2012-12-14,Fall,1,12,0,5,1,1,0.281667,55.8290282,0.294192,0.642917,0.131229,429,5182,5611,2000598
715,2012-12-15,Fall,1,12,0,6,0,1,0.324167,59.4245282,0.338383,0.650417,0.10635,767,4280,5047,2005645
716,2012-12-16,Fall,1,12,0,0,0,2,0.3625,62.6675,0.369938,0.83875,0.100742,538,3248,3786,2009431
717,2012-12-17,Fall,1,12,0,1,1,2,0.393333,65.2759718,0.4015,0.907083,0.0982583,212,4373,4585,2014016
718,2012-12-18,Fall,1,12,0,2,1,1,0.410833,66.7564718,0.409708,0.66625,0.221404,433,5124,5557,2019573
719,2012-12-19,Fall,1,12,0,3,1,1,0.3325,60.1295,0.342162,0.625417,0.184092,333,4934,5267,2024840
720,2012-12-20,Fall,1,12,0,4,1,2,0.33,59.918,0.335217,0.667917,0.132463,314,3814,4128,2028968
721,2012-12-21,Winter,1,12,0,5,1,2,0.326667,59.6360282,0.301767,0.556667,0.374383,221,3402,3623,2032591
722,2012-12-22,Winter,1,12,0,6,0,1,0.265833,54.4894718,0.236113,0.44125,0.407346,205,1544,1749,2034340
723,2012-12-23,Winter,1,12,0,0,0,1,0.245833,52.7974718,0.259471,0.515417,0.133083,408,1379,1787,2036127
724,2012-12-24,Winter,1,12,0,1,1,2,0.231304,51.5683184,0.2589,0.791304,0.0772304,174,746,920,2037047
725,2012-12-25,Winter,1,12,1,2,0,2,0.291304,56.6443184,0.294465,0.734783,0.168726,440,573,1013,2038060
726,2012-12-26,Winter,1,12,0,3,1,3,0.243333,52.5859718,0.220333,0.823333,0.316546,9,432,441,2038501
727,2012-12-27,Winter,1,12,0,4,1,2,0.254167,53.5025282,0.226642,0.652917,0.350133,247,1867,2114,2040615
728,2012-12-28,Winter,1,12,0,5,1,2,0.253333,53.4319718,0.255046,0.59,0.155471,644,2451,3095,2043710
729,2012-12-29,Winter,1,12,0,6,0,2,0.253333,53.4319718,0.2424,0.752917,0.124383,159,1182,1341,2045051
730,2012-12-30,Winter,1,12,0,0,0,1,0.255833,53.6434718,0.2317,0.483333,0.350754,364,1432,1796,2046847
731,2012-12-31,Winter,1,12,0,1,1,2,0.215833,50.2594718,0.223487,0.5775,0.154846,439,2290,2729,2049576
